level,group,target,week,mean,p05,p25,p50,p75,p95
state,Niger,deaths,12,13.368292274910397,2.902265497215743,5.611641966588188,9.8367078893406,16.358249418657724,36.791849125182644
state,Niger,cases,13,46302.78729066214,14313.473125563065,18550.12545699469,28851.522671009618,62654.05696450421,121823.2515546415
state,Niger,hospitalizations,13,227.1595592741339,70.38826407896784,93.66223175234713,149.96602333341767,315.523956500057,562.981299487692
state,Niger,deaths,13,32.986022458978816,8.483517082224315,15.510457437499221,25.27563946650716,41.8801881850967,80.32905330158925
state,Niger,cases,14,95141.69445626509,23596.258586705037,33079.32616987008,63413.59084778284,131955.21665959115,254880.93735984882
state,Niger,hospitalizations,14,480.6043229895657,144.7954834180256,195.99304825150506,313.7607136673562,647.2564514690916,1273.8645506886078
state,Niger,deaths,14,82.8914716969923,20.367272781872007,37.487513894417106,61.44422982613865,101.77791172130378,206.9644310895595
state,Niger,cases,15,172695.89983526713,40944.438873516316,57996.79507620807,114469.79872716282,246705.05437953226,463698.07402072765
state,Niger,hospitalizations,15,807.0029347963556,198.01913066938855,283.70344106288,530.7418151774368,1139.967304148502,2161.4990220167233
state,Niger,deaths,15,130.93134631917965,36.948224098428284,61.86612257390489,96.24709549992534,156.48516126178725,331.554534299912
state,Niger,cases,16,235066.5234725204,68627.6122385781,89843.25222273608,152304.20067057505,333059.7261897188,589143.5764956169
state,Niger,hospitalizations,16,1536.5837385740515,456.5867878605058,609.4430482083649,983.927386381056,1998.2428258392276,4231.25627639978
state,Niger,deaths,16,182.9434813818871,53.16375483565863,85.16226626401735,135.3547226966911,212.94056547056212,473.50635470362573
state,Niger,cases,17,256560.4496698251,64052.81628704164,92096.33323337222,167802.35275627126,360914.4450057446,697707.6766525394
state,Niger,hospitalizations,17,2216.6958175427003,598.5496485780274,845.875024676764,1430.3406430550351,3010.016279639465,5907.952156173448
state,Niger,deaths,17,296.92615426853547,92.91641443846153,141.95918119807524,224.2927720596097,331.04529831466095,733.0844663761053
state,Niger,cases,18,180571.6885066536,43731.14344092645,59296.6738100182,112561.3722289756,256926.86813800235,473351.72960761125
state,Niger,hospitalizations,18,2169.0796216695176,465.8652532577418,688.1677547188883,1418.0726345847327,3019.9748506650053,6148.293410607578
state,Niger,deaths,18,340.2991496793794,81.8437557871356,144.31985473668215,243.79020754448288,413.0743900107349,891.5871238365298
state,Niger,cases,19,51987.861244997584,16054.225086786168,21229.766491489405,33672.65212733108,72422.9284125293,132614.12711902137
state,Niger,hospitalizations,19,1352.8167035855167,365.019019781101,505.4200407720901,909.3983374719768,1788.9994382932032,3610.596290163728
state,Niger,deaths,19,129.24467209001585,39.50509233808652,61.48558848335678,97.4258814868715,161.32861219923953,318.5036009657622
state,Niger,cases,20,15709.105533298525,4224.04067713112,5784.304673289111,9614.023130965452,21627.425559473042,43265.77853894921
state,Niger,hospitalizations,20,553.4932777156488,190.8143695917858,250.57710643969057,371.06619505336073,746.8087108222558,1357.3935290634329
state,Niger,deaths,20,66.22235841501924,18.264284092655547,30.25553777739988,48.47908389470948,80.24350556142565,170.07308119930033
state,Niger,cases,21,6497.27166867367,2104.258470764513,2691.304031857422,4121.374405754668,8923.776969894647,16567.354630497568
state,Niger,hospitalizations,21,115.87624981408946,29.069548138876822,41.535473729745654,74.57189994294596,157.30838155809133,315.891029082546
state,Niger,deaths,21,17.202216292483012,3.9884249296625067,7.705550970724322,12.62872517188892,21.720513823331533,45.96839107545105
state,Niger,cases,22,7809.839333297787,2293.3708311357555,3109.1963393714614,5021.767867755278,10699.624682483729,20732.005902422574
state,Niger,hospitalizations,22,53.275197348648014,15.324434115800464,20.5716120569899,33.16989896761268,73.42344729748268,146.19373692830484
state,Niger,deaths,22,6.53723880756208,1.4145207643706716,2.5741020788954927,4.680675067255211,8.035322734143847,17.249948753945954
state,Niger,cases,23,7956.484657836111,1805.8645734895379,2535.3121462116833,5046.505849653905,10873.067333710917,21880.34280636495
state,Niger,hospitalizations,23,71.7894359913647,18.47173525752142,25.75197138767596,46.73785272408836,98.58162387010869,194.6402051322534
state,Niger,deaths,23,5.6841244696157425,1.5892646075928734,2.344347171003374,4.070012401713692,7.178599090081528,14.309122894628429
state,Niger,cases,24,17913.86199561389,6008.01189449081,7688.178627930281,11285.032115056896,24085.442010406274,45853.04738537666
state,Niger,hospitalizations,24,118.93887780101615,26.483550306449256,41.58615656535177,80.37440751344938,158.47936745813146,327.17987194290583
state,Niger,deaths,24,19.24986896253606,4.797605032471772,8.212590548620256,14.408588165684387,23.57218713493963,51.39761562529854
state,Niger,cases,25,22392.026194954877,6052.141402109143,8183.2416298398775,14193.720104207932,30739.454354246598,59125.21019491022
state,Niger,hospitalizations,25,191.45063949873764,42.36294664250048,65.4441399190091,128.82271048726233,275.37378514601085,510.4784664935314
state,Niger,deaths,25,37.79351152712257,11.575497552270164,17.716367878442657,27.958138791594738,43.73928138780447,100.05314527561127
state,Niger,cases,26,37651.42917771508,7681.962829089614,11443.102544674814,25648.463893475186,54401.59772464814,101625.10783503033
state,Niger,hospitalizations,26,368.886296603884,119.11680042320731,153.08050550723024,229.2962838783348,495.05758232501836,1002.554961911519
state,Niger,deaths,26,51.73251641661887,14.819804656956538,25.30133168578415,38.938785824916884,61.939285342999824,123.76601513853714
state,Niger,cases,27,59716.912965713214,15177.024423169234,21067.996655482544,39013.15377834093,83107.09101296088,157409.36673703254
state,Niger,hospitalizations,27,455.06393849566837,141.55507024334338,192.34348225838858,312.0294488644232,600.6054798627439,1180.3514055139608
state,Niger,deaths,27,62.368592006816094,17.236547582048,28.41209642749271,46.33391507585773,75.4569622587627,159.9640385972166
state,Niger,cases,28,58156.14159991545,17788.86406826098,23324.199947553137,37179.319311014435,78798.58655153419,160411.38041983912
state,Niger,hospitalizations,28,580.0764689887172,141.64862546214857,211.013396410499,390.43780196958664,776.223749790536,1547.6559054855727
state,Niger,deaths,28,71.05846784728239,19.39921283938514,31.77957931958562,53.51319505878597,84.74305009550389,185.36771464885877
state,Niger,cases,29,63067.906790708585,19815.21005787845,25687.66116988577,40303.15047474324,87879.75817355252,162523.6029186401
state,Niger,hospitalizations,29,654.8998968883185,148.42928330236816,228.1989921683926,441.533109152845,921.0762477174919,1756.4630848638915
state,Niger,deaths,29,75.5319290376478,19.456778927529154,34.29771614116351,56.62450342365292,96.63028699269427,186.1507680566579
state,Niger,cases,30,44819.0705615834,8109.357962177525,13682.211277405173,30565.419589233057,63104.88145368191,124818.99585182458
state,Niger,hospitalizations,30,681.7539765808358,190.32985507575037,262.01399350090315,439.46113297635026,960.9715915382724,1769.3416537685805
state,Niger,deaths,30,67.62125774502336,19.468383040214263,32.15183106755539,51.923984024409364,85.74422038406357,160.30795105164978
state,Niger,cases,31,25414.635212171856,6314.0301325758255,8669.134597471955,16903.326685674772,36836.83998233891,68486.25044918133
state,Niger,hospitalizations,31,312.68471924747723,85.37552480508019,119.68404676961751,202.93559185440125,427.73847900594365,820.6843096377571
state,Niger,deaths,31,66.97008667074482,17.83188368934024,30.250043902739826,51.90825658250706,77.97906120770261,161.08844141904902
state,Niger,cases,32,19106.63620938376,4671.796106180575,6474.016636043092,12441.09493638061,26228.232571073226,50645.42378286877
state,Niger,hospitalizations,32,251.79446934483556,54.627904267950264,87.03501575146129,163.65316047885125,345.2187042916022,693.280797079803
state,Niger,deaths,32,35.738178217899055,10.609266247824293,17.447139987399687,27.67690861450268,43.25051976651197,90.087076520628
state,Niger,cases,33,12607.224317946759,2575.631590559615,3894.905088846779,8586.105646272024,17997.9350522202,34283.28367704113
state,Niger,hospitalizations,33,167.28990961012005,46.4680058078374,64.04129622391282,110.34683621949424,225.58224165597704,444.9981068400428
state,Niger,deaths,33,27.1321259686094,7.01403382877286,12.46877216238557,20.00279338910515,32.43762292705188,71.28575968130103
state,Niger,cases,34,10031.499417008303,2639.7846135924415,3555.107202612783,6426.629496354505,13574.671262367863,26649.456964020446
state,Niger,hospitalizations,34,107.82769954360323,29.25608996731675,41.05491403255108,68.59545109839702,150.51974020587102,278.9884215330412
state,Niger,deaths,34,16.844381930903843,4.5800949754462605,8.068894838071401,13.118607960376005,20.07569521418162,44.595384234458436
state,Niger,cases,35,7909.617098601578,2428.77498517099,3112.2523056488176,4922.439653702022,10778.895854005754,21089.82182033201
state,Niger,hospitalizations,35,82.35226511606787,24.32808144181976,31.83976942775851,53.08377743622763,113.72488780012799,210.98383474804305
state,Niger,deaths,35,15.078692594285796,3.638923506405126,6.717149469058459,11.12232974682635,18.007299803255744,38.797814268513406
state,Niger,cases,36,6053.241964219014,1216.4626443612665,1860.954561496941,4179.446876711384,8624.595252402502,15993.76176488537
state,Niger,hospitalizations,36,65.37367801109828,18.58583112749775,25.329443414691855,42.603440886916474,88.12526517253232,171.2321408501299
state,Niger,deaths,36,12.586195341755714,3.324830450340046,5.810963339541049,9.46309942498489,15.242613092930702,30.083382197807047
state,Niger,cases,37,5712.032081856689,1595.1438517891,2179.8832551459,3763.195703747043,8076.275309079601,15290.915937346042
state,Niger,hospitalizations,37,63.38642270705952,17.248213687283037,24.51187198555158,40.518393114855776,85.1499978135112,165.23831947966974
state,Niger,deaths,37,9.41169274197736,2.1134519585309746,3.9560414778237343,6.865995894415459,11.185082144070549,27.436646201777673
state,Niger,cases,38,5116.31042245324,1460.7000141439519,1945.4500439887124,3291.145105779968,6857.364453597242,13855.064034488465
state,Niger,hospitalizations,38,51.42036026698852,13.27169337549593,18.33910653084154,33.468828533978865,71.39315144711223,139.01454739534654
state,Niger,deaths,38,9.247768957058243,1.9633067515387614,3.9008004799976836,7.13632760599597,11.509978556793758,22.991789924655368
state,Niger,cases,39,5065.357404560768,1446.3766946430264,1923.5821901136349,3388.030956934995,6887.315858888933,13269.035793392406
state,Niger,hospitalizations,39,51.73163082557411,12.671043853938368,18.523779831093645,33.594149637888755,73.12412579449872,139.54485195011742
state,Niger,deaths,39,8.937474913997704,1.7808886964268211,3.5487153385153833,6.24450646635556,11.276920284168348,25.200781997000153
state,Niger,cases,40,5148.7764414986395,1028.9690006451385,1603.8391682583783,3492.6304498257387,7386.105288391973,14602.48696895821
state,Niger,hospitalizations,40,53.51167333197432,13.905522201118222,19.337802039514965,35.05217772113028,72.87784350695202,148.87007430387462
state,Niger,deaths,40,9.41927615366994,1.821015249073342,3.758733842785788,6.538289394044349,11.39969724996508,25.357318961941473
state,Niger,cases,41,5273.31726467496,1315.2163674204369,1871.398735091615,3398.7922900895196,7425.095437013267,13762.878024703265
state,Niger,hospitalizations,41,49.10982593969143,11.443635440924146,17.423793224229122,30.654315996352913,67.55309725738115,129.82476180261668
state,Niger,deaths,41,8.274250584420137,1.667964309326365,3.2066566950190714,5.957191722662657,10.363076139593462,22.97509919434917
state,Niger,cases,42,4494.921719339945,1322.101020634455,1766.155248483324,2841.0949828777057,6221.027920825678,11774.088839280157
state,Niger,hospitalizations,42,39.848729799146966,8.014677280321036,13.119122189819587,26.663058556841808,54.89581834807258,110.51676263019093
state,Niger,deaths,42,6.935531363315089,1.6517900720390535,2.916867377353541,5.08561505913756,8.708756586080725,18.115296641655362
state,Niger,cases,43,3428.508255337326,1029.6290328590194,1306.5053227857106,2084.4937263207585,4724.912421196572,9129.981938505476
state,Niger,hospitalizations,43,30.2134901699401,7.21233035086873,10.72770744160217,19.4845504985231,41.9071947143843,82.35108704545777
state,Niger,deaths,43,5.692499491610357,1.0015127043292154,1.925694400780016,3.8986547123154622,7.1497335725607964,16.335527345711146
state,Niger,cases,44,2230.7320875093633,548.9659877027234,747.5355491017266,1445.3164973233856,3086.144029295518,6374.123394900781
state,Niger,hospitalizations,44,23.23252318513744,5.1484213949181985,7.867379067555256,15.686796152231585,32.31320487048055,64.0490330489428
state,Niger,deaths,44,4.005268957971668,1.1078019085467474,1.6172314234811742,2.8550114070880728,4.6573405562396974,11.435162159146577
state,Niger,cases,45,2065.67209162836,568.5591546206862,776.8898162806344,1352.419948964641,2957.282390170065,5092.353633372935
state,Niger,hospitalizations,45,17.231982296091743,5.458564716367407,6.878435417864127,10.561773970750673,23.89482975208867,47.93697976265513
state,Niger,deaths,45,2.783199587079388,0.6594806052794813,0.7107063314083887,1.789371997636227,3.489115664340729,8.869694567412774
state,Niger,cases,46,1029.1389773224016,235.7682865065581,341.4371997425618,706.2858046666654,1464.7017628070757,2809.02402001512
state,Niger,hospitalizations,46,11.85413728678506,2.9640121917070674,3.882377640101982,7.593869701987529,16.22239172497009,32.11604522029523
state,Niger,deaths,46,2.577344789670842,0.5888442383205212,0.5888442383205212,1.455449724445766,3.0920829952222544,8.109319644025927
state,Niger,cases,47,938.9707882662408,314.61420548327953,400.6221617378872,598.2103087461239,1294.6001753130959,2434.2835146143593
state,Niger,hospitalizations,47,11.937893856603528,2.7560401517109705,3.8618205000469414,7.8659100051168265,15.870365907915097,34.2908123070689
state,Niger,deaths,47,1.5961976073618893,0.3871004798548632,0.3871004798548632,0.9044064637660327,2.0252166045703808,4.881622108623983
state,Niger,cases,48,866.2022089583219,260.0609969146592,341.99359346558464,532.0089731687568,1197.8496476602036,2306.149410317503
state,Niger,hospitalizations,48,12.783700075829882,3.1955202083024714,4.327936204272518,7.77012778073603,17.655046824345156,33.49121416340483
state,Niger,deaths,48,1.0672087476430252,0.28545399926126575,0.28545399926126575,0.46436709263134474,1.385190486118725,3.528234801274473
state,Niger,cases,49,720.9478659941369,189.27109491108686,263.19209080621295,475.31899964929113,1037.097997791626,1854.9172858520312
state,Niger,hospitalizations,49,7.198834913981696,2.179889464553746,2.322664747867638,4.202787372419415,9.889731547292474,20.723849956762265
state,Niger,deaths,49,1.033861400559725,0.33883626252114707,0.33883626252114707,0.3653711895893393,1.1641273475703806,3.6142571127668046
state,Niger,cases,50,666.6237544593401,170.67661937484172,234.11932428064847,439.13171579464614,929.3489547966801,1744.429114048995
state,Niger,hospitalizations,50,8.629847092014938,2.3519433862231764,2.805342751469609,5.279613955479972,11.759387986656444,24.53160511850419
state,Niger,deaths,50,0.9573288151183122,0.31082224937171593,0.31082224937171593,0.39053789292079755,1.108275687884185,3.2929222093717283
state,Niger,cases,51,705.5899227760509,212.3916042177862,271.3217209004966,437.0167708300319,960.0854978378151,1841.918870306769
state,Niger,hospitalizations,51,7.705431996283437,2.065541964842614,2.2860616186198524,4.751960882419392,10.96521279080066,21.212591799126876
state,Niger,deaths,51,1.3128477627692106,0.4286548583581042,0.4286548583581042,0.5649317194894188,1.469710139428448,4.488116871787418
state,Niger,cases,52,517.8517088289051,167.6134055035298,212.52319974221797,331.61252587267563,708.1571828583026,1289.4603292055472
state,Niger,hospitalizations,52,8.462888699845593,2.2418824308942322,2.6538855283029186,5.05404177772315,12.219822716447757,23.80581697720146
state,Niger,deaths,52,1.5908235132968902,0.419723719761257,0.419723719761257,0.8061642543311413,1.8942844774557488,5.142904774176621
state,Benue,cases,1,2332.3847263900657,553.9375444963197,809.2972171480774,1486.3758661884954,3255.891349450092,6318.742043527678
state,Benue,hospitalizations,1,25.319911488543717,6.416010771675274,9.23436770287287,16.016300829616274,34.43952026588055,71.78289058093341
state,Benue,deaths,1,2.76309509023031,0.771121226852281,0.771121226852281,1.7051034649270376,3.174209290553258,8.465627914108438
state,Benue,cases,2,729.3044651153876,216.96837005584413,289.6782242344388,463.1604047120742,985.9399588089684,1898.5171623647009
state,Benue,hospitalizations,2,6.582875993409513,2.2534250458414693,2.2568887521215517,4.053531484435116,8.892071664157747,18.220805199485724
state,Benue,deaths,2,0.6875790330551618,0.0,0.0,0.0,0.8083793246310249,2.9077509983966805
state,Benue,cases,3,1332.9112000838975,332.49204613813833,468.3090057961033,881.8429260695352,1855.507391727432,3506.2113344286445
state,Benue,hospitalizations,3,18.237745614812383,4.182904579635065,6.535356080524304,12.15058635930395,24.79504720806854,49.24120331742736
state,Benue,deaths,3,1.8016665717512383,0.569749233031766,0.569749233031766,1.0586862104238475,2.115520237657351,5.594747166597568
state,Benue,cases,4,717.0199185165645,188.85749305678974,264.4966719458131,474.6700016146057,1023.5624178750551,1860.3505918926935
state,Benue,hospitalizations,4,13.59700601885214,3.652433944293273,4.758667397801297,8.22685639939933,17.514544697818167,40.730908510392986
state,Benue,deaths,4,1.5077964774381591,0.5601722861196139,0.5601722861196139,0.7257448038278815,1.7906842244402341,4.615308460272844
state,Benue,cases,5,902.1263650721536,245.98077576264097,330.0356138772964,565.4253929810643,1238.8609204472316,2417.7714767686443
state,Benue,hospitalizations,5,17.265191522365924,4.80913884963614,6.515994834938735,11.430522441579145,24.725475860385867,46.38050509683578
state,Benue,deaths,5,1.693641135365796,0.5282661454112217,0.5282661454112217,1.0770559498540062,2.116281294593919,4.856573705282753
state,Benue,cases,6,888.657302185734,248.44200924981473,335.48596917269975,573.5269440156935,1208.1393824016225,2243.3169280035604
state,Benue,hospitalizations,6,13.968672430810402,3.4308358691568257,4.719266224095333,8.997795974976743,18.616734698444464,40.01242198845579
state,Benue,deaths,6,1.9331331992653333,0.5556193199107424,0.5556193199107424,1.0883336928251928,2.313602261377637,6.2248049183802925
state,Benue,cases,7,1055.4613766283192,328.5010505232126,437.81676878256474,677.733406121042,1474.0630256486343,2556.858271323829
state,Benue,hospitalizations,7,17.341952444504518,4.461031639615399,6.2470924976394695,10.812481086556302,24.635237145194992,45.83327057706919
state,Benue,deaths,7,2.4310383763670957,0.6373743898496806,0.6373743898496806,1.4694018823569859,2.7132352814425333,7.714794380666223
state,Benue,cases,8,1350.2428212439354,355.4939920906163,491.066822982431,852.8779591277304,1789.8881824796088,4056.9424537909213
state,Benue,hospitalizations,8,23.913656223384255,6.537122458760376,8.852121315072342,15.560145562783376,33.36450379272237,65.30063316302757
state,Benue,deaths,8,2.576730584781191,0.8322056217671604,0.8322056217671604,1.5884925500612324,3.1654674575180204,7.705646248011146
state,Benue,cases,9,2005.2114073052053,543.0141322360249,721.1863384865987,1292.1508344211882,2844.5085076682794,5413.7534894052815
state,Benue,hospitalizations,9,31.797929781673005,8.246795334631402,11.910072377638283,20.191013605626587,42.08123585624145,83.84496916444873
state,Benue,deaths,9,2.559156007025598,0.6559865600717829,0.6559865600717829,1.6139740749344278,3.2022769554103006,8.128593804140475
state,Benue,cases,10,2934.697832307239,791.6357415172621,1066.9202196185613,1917.5017341528794,4175.527576606437,7746.524306275246
state,Benue,hospitalizations,10,55.46057717612048,13.210101347146127,19.441959827838332,37.043746467888056,75.45851588350675,148.4079701625815
state,Benue,deaths,10,3.9775687648829967,0.9350677853294722,1.4880454381929114,2.9146648253163567,5.309748112122183,10.861456321324557
state,Benue,cases,11,5660.830525694316,1467.2387047831835,2030.3994977073696,3691.992918688394,7675.964656263124,15010.076928730225
state,Benue,hospitalizations,11,69.36813772776019,17.800316379556723,25.0339023342686,46.307038834501014,93.62406731340646,190.00888235300175
state,Benue,deaths,11,5.925362389340316,1.3824010205060349,2.4740888241666283,4.36374679190293,7.686003960703661,14.678576890464202
state,Benue,cases,12,12016.736323238656,3216.1050090628455,4394.218454690368,7702.231932924501,17128.66529565713,31168.247304572225
state,Benue,hospitalizations,12,233.82453374539216,62.82096583727494,89.54268445678775,155.44007843968606,312.4718978043518,608.6638177245738
state,Benue,deaths,12,13.629605098045879,2.973329072628769,5.7320455931050915,10.034053561712852,16.674357911911457,37.480070857461314
state,Benue,cases,13,29813.36092281092,9215.889009670287,11943.810182097659,18576.73574863803,40341.71473849229,78439.9314555973
state,Benue,hospitalizations,13,284.8422454614309,88.43645301930215,117.59448260929749,188.1328473603823,395.54669195606954,705.565534912013
state,Benue,deaths,13,48.74191434206989,12.880067752410122,23.164691840468855,37.45700417586855,61.75940793746554,118.0331350993536
state,Benue,cases,14,62920.53585283191,15604.777833782304,21876.296423191518,41937.51639818347,87266.73889473108,168562.2622817834
state,Benue,hospitalizations,14,1188.5997952952903,359.1260805809228,485.58801154420456,776.4832215403493,1600.243396611269,3148.0136947156266
state,Benue,deaths,14,69.80855283295136,17.035035422146624,31.485365983864227,51.70601954305231,85.7496426628938,174.53226935113713
state,Benue,cases,15,102602.12314685574,24325.608706055686,34456.79811986551,68008.68326429397,146572.63104215267,275493.07800727553
state,Benue,hospitalizations,15,1421.4733137101907,349.36927479274266,500.21482211630644,935.1210328578279,2007.6505532014605,3806.0371000799087
state,Benue,deaths,15,163.99106908663612,46.45739536979709,77.61928997303187,120.61554247529375,195.9482298695088,414.88697208477066
state,Benue,cases,16,184575.99626831812,53886.763472952436,70545.46240480925,119590.32440132457,261521.08313127342,462600.2759693002
state,Benue,hospitalizations,16,1818.0358905994322,540.3472901022631,721.1836352716191,1164.2167101630343,2364.200907755203,5005.963765190172
state,Benue,deaths,16,209.82451011322428,61.07910708949401,97.75379893263981,155.28125225309103,244.20529115699782,542.849496728371
state,Benue,cases,17,196611.36388351087,49085.76752552882,70576.53383325381,128592.80821026536,276581.62336749875,534678.5178902743
state,Benue,hospitalizations,17,2161.0111942578374,583.4954215476346,824.6106491273986,1394.40078878361,2934.4119943673327,5759.582946914901
state,Benue,deaths,17,166.47767697986086,51.79463617099617,79.36377883230796,125.64718946053819,185.65758080339657,411.66186057923784
state,Benue,cases,18,120362.75344543299,29149.393530138073,39524.85880723465,75029.33670400415,171258.57878554674,315520.1993042562
state,Benue,hospitalizations,18,1731.5062004105487,371.7268520235242,549.2044239533086,1131.9317660517604,2410.8274775719356,4908.353949798909
state,Benue,deaths,18,120.6084226851914,28.518088398564295,50.778969669190374,86.22128682778771,146.53899472308177,317.0380388900516
state,Benue,cases,19,51157.27680436435,15797.723601110101,20890.579521660467,33134.67512905729,71265.86925353936,130495.44133633854
state,Benue,hospitalizations,19,525.8380614397563,141.4363802875583,196.0734678099334,353.28170887641613,695.5786664849448,1404.4534732608895
state,Benue,deaths,19,57.97586806423264,17.341041850906322,27.29399286109358,43.568055702606415,72.50374232195722,143.6738811978511
state,Benue,cases,20,13083.043991731181,3517.7935542041114,4817.247763545707,8006.800161521318,18012.072597903265,36033.41317336859
state,Benue,hospitalizations,20,189.3972562652086,64.863611246961,85.38443914521348,126.75697295923516,255.77629012627085,465.43378965312274
state,Benue,deaths,20,17.40221502538115,4.273204440952317,7.555565305173935,12.543888974691082,21.238750854404994,45.82776308575471
state,Benue,cases,21,5431.4815904543175,1758.9722616568479,2249.735708615979,3445.2583606931844,7460.012567632333,13849.957008799183
state,Benue,hospitalizations,21,79.8997060950512,19.81356236379041,28.44223608078797,51.30941433333387,108.57801417740691,218.34586997693634
state,Benue,deaths,21,7.858524057751222,1.632009564347224,3.226935470406611,5.617357366490453,10.031828554983832,21.805260562185307
state,Benue,cases,22,5267.633862317014,1546.6185513254622,2096.9161205135697,3387.000154836161,7216.876484763908,13984.003698572116
state,Benue,hospitalizations,22,52.07819689489288,14.964350749015678,20.095786760911913,32.41618143133098,71.78181946030888,142.9469465044042
state,Benue,deaths,22,4.36969353169299,1.0015147723783495,1.5305503603508792,3.02205477660037,5.397226127307473,11.921403299693889
state,Benue,cases,23,5364.902780384067,1217.4075817372016,1709.2897438673829,3402.6415823926745,7331.617108169205,14754.059324882057
state,Benue,hospitalizations,23,102.47653336102397,26.680814798352166,37.030322191599865,66.86363118901124,140.5641929808428,277.1200655080637
state,Benue,deaths,23,10.28448012437243,2.8457782444231765,4.670813954137811,7.596923586334443,12.867972274965219,24.958784569134075
state,Benue,cases,24,10038.746690426271,3366.536813580625,4308.126450472227,6323.854950204394,13497.389020095496,25696.268591446344
state,Benue,hospitalizations,24,181.37444848085323,40.790430436993816,63.75487313972095,122.73479694668102,241.49819756113845,498.01770172804993
state,Benue,deaths,24,17.15285550691228,4.197052185841218,7.258291756648765,12.812468486328726,21.02684352336643,45.969936946916654
state,Benue,cases,25,22789.562260954182,6159.600840551373,8328.533793229897,14445.71432504529,31285.17958069106,60174.85845565439
state,Benue,hospitalizations,25,262.87092473381,58.455353640508584,90.10219996793833,177.00116828371628,377.93875774385026,700.2930499301586
state,Benue,deaths,25,26.324301501002903,7.857515042125783,12.1828191551227,19.39658064202901,30.511982426082156,70.17648829499143
state,Benue,cases,26,30394.57534773296,6201.204762492224,9237.449916259966,20704.973809108506,43916.438910704994,82038.43504991027
state,Benue,hospitalizations,26,366.7781524708508,118.43220212795853,152.20233316972485,227.9837244129665,492.2303327312196,996.835262305032
state,Benue,deaths,26,36.23472335799755,10.170452123420718,17.571516700053984,27.20099897558512,43.44177970915297,87.09797775360997
state,Benue,cases,27,41280.34311069746,10491.148885295754,14563.415210432428,26968.406469745525,57449.32687848447,108812.4369696245
state,Benue,hospitalizations,27,563.1518050173374,175.3408447890676,238.16618986406326,386.21791769581887,743.1869192560857,1460.3335357730757
state,Benue,deaths,27,60.117959273856705,16.58884862544322,27.36748071380362,44.65277848634054,72.74147598279018,154.24715389734405
state,Benue,cases,28,48002.613408598554,14682.970598127875,19251.904289268437,30688.088657286815,65041.139030827966,132405.33366407055
state,Benue,hospitalizations,28,661.2616486296623,161.5787979983613,240.63487756224646,445.12758888603923,884.8136740353926,1764.0265806011369
state,Benue,deaths,28,60.37563221096189,16.37498203926151,26.919930362838205,45.43148696504871,72.0314432782684,157.73826702127482
state,Benue,cases,29,40858.594052659406,12837.058241821684,16641.563199025994,26110.30128670503,56933.11043142234,105291.60196093355
state,Benue,hospitalizations,29,472.6856597348688,106.91663328595266,164.52567904174896,318.59387211076336,664.916091461565,1268.2257839387635
state,Benue,deaths,29,54.374828992334706,13.801542951944631,24.539732497470258,40.69432370224571,69.64058772167549,134.413309284593
state,Benue,cases,30,45220.08679253837,8181.923336148092,13804.638345124455,30838.90488775843,63669.50534682987,125935.7911548471
state,Benue,hospitalizations,30,583.3120807867886,162.74323632036743,224.09170080294678,375.9538808166081,822.2711072946154,1514.0874998888714
state,Benue,deaths,30,70.19283372183065,20.23543400721762,33.39419320375049,53.90730596263156,88.99495289169843,166.352953218963
state,Benue,cases,31,29791.01449374055,7401.430341304461,10162.065901530652,19814.123305883815,43180.036142128076,80279.23462664786
state,Benue,hospitalizations,31,372.3669936792606,101.8095028068555,142.64563194380645,241.73678047672664,509.311109081401,977.0195897933763
state,Benue,deaths,31,43.957424423181536,11.455964515844297,19.669702744151813,33.9950847965322,51.23908559156483,106.21008625849865
state,Benue,cases,32,16417.38715594298,4014.136918630386,5562.7091269049015,10689.96823165249,22536.675013074713,43517.33919272193
state,Benue,hospitalizations,32,204.4089744230645,44.2006358944399,70.53314052198988,132.7894650825676,280.3211426615932,563.1401366865132
state,Benue,deaths,32,24.13614464130744,6.94291168268556,11.621297555779055,18.62037458656165,29.275640416482602,61.32061430867446
state,Benue,cases,33,11306.816534589268,2309.878722375074,3493.0828200640976,7700.434616210302,16141.53127609632,30747.21482101676
state,Benue,hospitalizations,33,129.402332218732,35.78140108016361,49.39836754192184,85.2790119849591,174.5711487381472,344.58930735549825
state,Benue,deaths,33,14.856627767686392,3.516476377404217,6.590608250947284,10.836563487019863,17.84447174709571,39.73815172219029
state,Benue,cases,34,8440.099656950484,2220.8915914497557,2991.0216329307464,5407.050265589957,11421.237796632511,22422.04273202235
state,Benue,hospitalizations,34,96.40009497072059,26.078999406549535,36.638868517382875,61.28746612757291,134.60916032268116,249.5877761708136
state,Benue,deaths,34,10.058662331676526,2.4556873493738514,4.616260171668289,7.743488262139921,12.051930773827362,27.23668650483088
state,Benue,cases,35,6855.318017843987,2104.943165050866,2697.3290445302623,4266.261022330632,9342.189444394551,18278.911649805726
state,Benue,hospitalizations,35,76.67088150595228,22.601650685450988,29.601321636030804,49.39728041508581,105.9049281528067,196.53444137402528
state,Benue,deaths,35,8.304625926328903,1.7020795780199371,3.460145817398124,6.00613076553835,9.985316412157873,22.001246193687386
state,Benue,cases,36,5404.211383341681,1085.9474631154196,1661.3481602731904,3731.2920324295987,7699.908870496102,14279.081449726007
